EndYear,5y,10y,15y,20y,30y
1976,0.04850070912184301,,,,
1977,-0.0022035537040701048,,,,
1978,0.04309068758855572,,,,
1979,0.14745309267693774,,,,
1980,0.13930949177101004,,,,
1981,0.08036915239996834,0.06431565919361137,,,
1982,0.14019159617917576,0.06662042112649691,,,
1983,0.17256015400257274,0.10593244697743032,,,
1984,0.14733355388065772,0.14739332172206,,,
1985,0.14629178440737456,0.1427953055182063,,,
1986,0.1981029259932756,0.13771413045776892,0.10716329006478986,,
1987,0.1640778381773833,0.15207281383959192,0.09816417026454016,,
1988,0.15264219414545677,0.1625585183882401,0.1212881639176091,,
1989,0.20315280534476954,0.17491173456464293,0.16568661005199026,,
1990,0.1311306679871671,0.13868599350519606,0.13889378833840693,,
1991,0.15316435520935023,0.1754188990004677,0.14284106690766452,0.11848859641853826,
1992,0.15816318197065482,0.1611167439689427,0.1540993696429982,0.11286604334447214,
1993,0.14495260170492963,0.14879096402335934,0.156660002592641,0.12715801993682985,
1994,0.08657127458297964,0.14337713691570464,0.14469442433799862,0.14538346902108246,
1995,0.16609247173682862,0.1484785398476045,0.14774915824620627,0.14563339852949753,
1996,0.15218247659568562,0.1526733113536447,0.16762181768843032,0.14516929496410658,
1997,0.20301415908371445,0.18037566327002286,0.1749178580740529,0.16613837591053904,
1998,0.24116346869243643,0.1920878082677131,0.17879151764911438,0.17723057901517203,
1999,0.2860687024793318,0.18211899115708574,0.18908908422630888,0.17850985331569347,
2000,0.18338784067315417,0.17470832641718625,0.15999902410807265,0.15655692369428142,
2001,0.10741510523888653,0.1295770352541752,0.13738537476453105,0.1522700183180481,0.12217259527929669
2002,-0.005541260795531522,0.09377691687451262,0.11483113034041637,0.12694396149485754,0.10646626845799623
2003,-0.005695847891329597,0.11089783075064519,0.12213536204586073,0.12968552700275504,0.1217116829985434
2004,-0.022878682679379314,0.12100184867440156,0.10940544319234013,0.13213421651964463,0.13719790285073286
2005,0.005520222086986326,0.09083472825571026,0.11536488570538572,0.11928560962882773,0.12706793941653793
2006,0.06179042341416796,0.08436283295161062,0.1065138075612162,0.11799646572212019,0.12453075564046823
2007,0.1281888530008659,0.059215400350550285,0.1051293269063216,0.11815566033294478,0.12934895384755918
2008,-0.020310720420382844,-0.01303033559163258,0.06531701711940974,0.08469097169253281,0.11004936096703433
2009,0.00566065955283146,-0.008711712749622458,0.08115519542441985,0.08250667899567787,0.11247126886333247
2010,0.024320658656902472,0.014876906910870957,0.0681968209875945,0.09187194891924944,0.10725877830333097
2011,-0.0011520830180133945,0.02983841096487727,0.05507388056352558,0.07855543160682132,0.10992219647107238
2012,0.017982879759877113,0.07167016263905301,0.045288925172849215,0.08266711707604335,0.10820964850185866
2013,0.17913444482342644,0.07479550370132015,0.04726593755889086,0.09269757644205634,0.11108424699356956
2014,0.15442574723316405,0.07747879717759365,0.04293037881263717,0.09902489668958503,0.1136144436267501
2015,0.12572944866564484,0.07382863173164878,0.050558536457965264,0.0822982785203874,0.10392340180813475
2016,0.14675986103779204,0.07025169865604552,0.06742380811514548,0.07728416117844361,0.10184945796856826
2017,0.1580047562152027,0.0857389264954933,0.09970839543608734,0.0723951658339852,0.10724394490503264
2018,0.08521336496918708,0.13119956622070217,0.07825696425974082,0.05662654530904976,0.09997739475321721
2019,0.11707443754205626,0.135596535867627,0.09051889071272456,0.06099177426014091,0.09992163050863279
2020,0.15224508232210954,0.13891010235670875,0.09935580521101972,0.07510630261817375,0.10733141472132979
2021,0.18472340445447677,0.1655870824011545,0.10712401994984,0.09561231682616289,0.10681887170267279
2022,0.09431988476476416,0.1257120552692279,0.08859174347701848,0.09835878534981268,0.09682936719643709
2023,0.15694128250805495,0.12050352175365031,0.13971586203396713,0.09741156685280017,0.10188869787547183
